City_ID,City,Lat,Lon,Max Temp,Humidity,Clouds,Wind,Country,Date
322,serowe,-22.3833,26.7167,18.7,65.0,67.0,2.56,BW,1703305188.0
323,newman,37.3138,-121.0208,11.68,91.0,0.0,0.64,US,1703305189.0
324,antofagasta,-23.65,-70.4,19.6,83.0,49.0,1.81,CL,1703305104.0
325,tabas,33.5959,56.9244,9.91,40.0,0.0,1.19,IR,1703305190.0
326,bubaque,11.2833,-15.8333,25.01,57.0,60.0,4.05,GW,1703305191.0
327,mili,6.0815,171.735,27.97,80.0,100.0,8.13,MH,1703305191.0
328,shache,38.4167,77.2406,-1.91,34.0,94.0,1.04,CN,1703305192.0
329,le port,-20.9373,55.2919,30.0,79.0,99.0,1.38,RE,1703305193.0
330,santa terezinha,-29.9002,-50.0904,22.49,95.0,100.0,1.74,BR,1703305193.0
331,belmonte,-15.8631,-38.8828,25.01,87.0,71.0,3.3,BR,1703305194.0
332,armacao de buzios,-22.7469,-41.8817,26.03,93.0,100.0,1.66,BR,1703305195.0
333,midvagur,62.0511,-7.1939,-1.54,69.0,75.0,0.51,FO,1703305195.0
334,hibbing,47.4272,-92.9377,1.64,100.0,100.0,0.0,US,1703305196.0
335,wenzhou,27.9994,120.6668,8.54,38.0,63.0,0.85,CN,1703305197.0
336,maceio,-9.6658,-35.7353,23.69,100.0,20.0,0.0,BR,1703305197.0
337,callao,-12.0667,-77.15,22.07,78.0,20.0,4.12,PE,1703305187.0
338,pampa,35.5362,-100.9599,10.53,81.0,40.0,4.12,US,1703305198.0
339,broome,42.2506,-75.833,1.5,80.0,100.0,3.09,US,1703305199.0
340,sena madureira,-9.0656,-68.6569,23.72,96.0,99.0,0.77,BR,1703305200.0
341,dolgorukovo,52.3195,38.3453,1.43,100.0,100.0,4.93,RU,1703305201.0
342,cable beach,,,,,,,,
343,bobo-dioulasso,11.1771,-4.2979,19.16,20.0,7.0,2.17,BF,1703305046.0
344,newquay,50.4132,-5.0819,10.42,100.0,75.0,9.26,GB,1703305203.0
345,monopoli,40.9559,17.2896,12.86,68.0,82.0,3.62,IT,1703305206.0
346,atasu,48.6814,71.6433,-5.15,84.0,5.0,3.1,KZ,1703305207.0
347,nadym,65.5333,72.5167,-4.43,97.0,100.0,2.25,RU,1703305208.0
348,touros,-5.1989,-35.4608,26.64,71.0,75.0,5.34,BR,1703305183.0
349,mudanjiang,44.5833,129.6,-14.97,78.0,9.0,2.43,CN,1703305209.0
350,calingasta,-31.3308,-69.4078,23.29,36.0,24.0,0.62,AR,1703305210.0
351,abraham's bay,,,,,,,,
352,luderitz,-26.6481,15.1594,15.79,81.0,0.0,7.15,,1703305212.0
353,mahalapye,-23.1041,26.8142,20.44,53.0,16.0,3.4,BW,1703305213.0
354,zyryanovsk,49.7386,84.2719,-16.47,96.0,27.0,0.47,KZ,1703305202.0
355,la sarre,48.8002,-79.1996,-5.88,95.0,100.0,2.98,CA,1703305214.0
356,qarayeri,40.7886,46.3066,5.49,70.0,40.0,2.06,AZ,1703305215.0
357,ijuw,,,,,,,,
358,kudahuvadhoo,2.6708,72.8944,27.32,75.0,100.0,1.31,MV,1703305217.0
359,dakhla,23.6848,-15.958,16.49,72.0,0.0,3.72,EH,1703305218.0
360,laguna,38.421,-121.4238,13.51,87.0,0.0,0.0,US,1703305219.0
361,yenangyaung,20.4667,94.8833,25.94,56.0,8.0,2.92,MM,1703305219.0
362,margate,51.3813,1.3862,9.37,78.0,99.0,4.02,GB,1703305181.0
363,saratamata,,,,,,,,
364,rupert,42.6191,-113.6772,5.97,75.0,100.0,4.12,US,1703305222.0
365,puerto escondido,15.85,-97.0667,25.46,65.0,0.0,0.0,MX,1703305223.0
366,korla,41.7597,86.1469,-4.82,62.0,2.0,1.66,CN,1703305224.0
367,nahiyat ash shinafiyah,31.5874,44.6602,13.51,80.0,0.0,2.14,IQ,1703305224.0
368,crane,31.3974,-102.3501,13.37,88.0,5.0,5.76,US,1703305225.0
369,jackson,42.4165,-122.8345,3.22,91.0,0.0,1.54,US,1703304937.0
370,mogocha,53.7333,119.7667,-18.26,79.0,55.0,0.68,RU,1703305227.0
371,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-20.24,87.0,100.0,3.83,RU,1703305228.0
372,morrope,-6.5417,-80.0111,22.06,78.0,100.0,5.67,PE,1703305229.0
373,severnoye,56.3491,78.3619,-7.23,95.0,100.0,3.13,RU,1703305230.0
374,tan-tan,28.438,-11.1032,14.44,24.0,0.0,4.74,MA,1703305230.0
375,portland,45.5234,-122.6762,6.1,94.0,75.0,0.45,US,1703305024.0
376,yondo,7.0062,-73.9097,25.23,89.0,100.0,0.34,CO,1703305232.0
377,amarillo,35.222,-101.8313,9.57,76.0,40.0,5.66,US,1703305144.0
378,narrabri,-30.3167,149.7833,30.24,35.0,55.0,1.87,AU,1703305233.0
379,bonito,-21.1211,-56.4819,25.67,70.0,5.0,2.0,BR,1703305234.0
380,klaksvik,62.2266,-6.589,-1.49,55.0,100.0,4.72,FO,1703305235.0
381,hafnarfjordur,64.0671,-21.9377,-4.07,63.0,20.0,5.66,IS,1703305236.0
382,pocatello,42.8713,-112.4455,4.95,75.0,100.0,3.09,US,1703305099.0
383,porto novo,6.4965,2.6036,25.9,73.0,27.0,1.54,BJ,1703305237.0
384,taoudenni,22.6783,-3.9836,14.5,23.0,89.0,5.01,ML,1703305238.0
385,alo,7.4178,6.7371,24.95,37.0,62.0,0.36,NG,1703305239.0
386,baturaja,-4.1333,104.1667,31.92,58.0,97.0,1.65,ID,1703305240.0
387,fort mcmurray,56.7268,-111.381,-2.27,86.0,100.0,2.06,CA,1703305223.0
388,morris,40.8334,-74.5329,0.44,73.0,100.0,0.0,US,1703305097.0
389,lazaro cardenas,17.9583,-102.2,25.02,82.0,74.0,3.02,MX,1703305242.0
390,atar,20.5169,-13.0499,13.51,30.0,81.0,3.2,MR,1703305243.0
391,shenjiamen,29.9576,122.298,5.08,71.0,100.0,6.0,CN,1703305244.0
392,jimma,7.6667,36.8333,15.11,75.0,98.0,0.41,ET,1703305244.0
393,esquel,-42.9,-71.3167,8.07,84.0,5.0,2.79,AR,1703305245.0
394,tarawa,1.419,172.984,29.05,84.0,75.0,4.63,KI,1703305246.0
395,cam pha mines,21.0167,107.3,15.15,35.0,17.0,1.8,VN,1703305246.0
396,santa marinella,42.0345,11.8536,7.05,71.0,49.0,0.88,IT,1703305247.0
397,yatou,37.15,122.3833,-2.79,66.0,5.0,2.89,CN,1703305248.0
398,ar ruways,24.1103,52.7306,18.79,63.0,5.0,3.3,AE,1703305208.0
399,burela de cabo,43.65,-7.4,10.58,81.0,100.0,1.45,ES,1703305249.0
400,kamiiso,41.8167,140.65,-5.79,86.0,75.0,7.2,JP,1703305250.0
401,siavonga,-16.5382,28.7088,24.7,80.0,100.0,0.84,ZM,1703305250.0
402,kudat,6.8837,116.8477,30.96,79.0,40.0,3.09,MY,1703305251.0
403,ingeniero guillermo n. juarez,-23.9,-61.85,25.68,83.0,55.0,2.98,AR,1703305252.0
404,puerto leguizamo,-0.1934,-74.7819,23.09,98.0,98.0,0.79,CO,1703305252.0
405,hotan,37.0997,79.9269,-1.94,34.0,80.0,0.42,CN,1703305253.0
406,hastinapur,29.1667,78.0167,17.25,40.0,80.0,2.07,IN,1703305253.0
407,ust'-ilimsk,58.0006,102.6619,-6.98,96.0,100.0,2.68,RU,1703305254.0
408,lodwar,3.1191,35.5973,27.73,48.0,67.0,2.35,KE,1703305237.0
409,zunheboto,25.9667,94.5167,17.1,47.0,96.0,0.77,IN,1703305255.0
410,turpan,42.9333,89.1667,-3.06,37.0,0.0,0.84,CN,1703305256.0
411,baoding,38.8511,115.4903,-5.39,64.0,3.0,0.37,CN,1703305257.0
412,howard springs,-12.497,131.047,36.1,69.0,41.0,4.98,AU,1703305257.0
413,horta,38.5333,-28.6333,16.68,75.0,16.0,2.24,PT,1703305258.0
414,impfondo,1.6381,18.0667,24.35,82.0,100.0,0.59,CG,1703305259.0
415,hammerfest,70.6634,23.6821,-8.75,73.0,70.0,0.51,NO,1703305259.0
416,manuel ojinaga,,,,,,,,
417,igrim,63.1906,64.4162,-6.88,97.0,94.0,2.22,RU,1703305260.0
418,colonia,50.9333,6.95,9.36,84.0,75.0,9.77,DE,1703305261.0
419,ancud,-41.8697,-73.8203,9.69,90.0,55.0,2.3,CL,1703305262.0
420,khandyga,62.6667,135.6,-32.74,95.0,100.0,1.31,RU,1703305263.0
421,az zubayr,30.3945,47.7011,18.23,69.0,100.0,8.61,IQ,1703305263.0
422,kaiapoi,-43.3783,172.6401,20.19,87.0,100.0,4.12,NZ,1703305264.0
423,ahau,,,,,,,,
424,neijiang,29.5835,105.0622,10.16,58.0,6.0,1.57,CN,1703305266.0
425,khanty-mansiysk,61.0042,69.0019,0.06,93.0,75.0,5.0,RU,1703305033.0
426,tianshui,34.5439,105.6897,0.3,32.0,100.0,3.63,CN,1703305267.0
427,miyazaki,31.9111,131.4239,8.97,43.0,75.0,3.09,JP,1703305164.0
428,east london,-33.0153,27.9116,18.52,94.0,0.0,2.06,ZA,1703305269.0
429,nuuk,64.1835,-51.7216,-11.66,61.0,4.0,9.26,GL,1703305080.0
430,kone,-21.0595,164.8658,31.1,59.0,85.0,2.17,NC,1703305270.0
431,taybad,34.74,60.7756,9.99,40.0,1.0,7.16,IR,1703305133.0
432,guatrache,-37.6678,-63.5302,18.12,86.0,8.0,5.83,AR,1703305272.0
433,geraldton,-28.7667,114.6,27.23,57.0,17.0,5.66,AU,1703305272.0
434,'ohonua,,,,,,,,
435,kabalo,-6.05,26.9167,20.84,97.0,99.0,1.51,CD,1703305274.0
436,gadzhiyevo,69.2551,33.3362,-16.12,100.0,93.0,2.75,RU,1703305275.0
437,praia,14.9215,-23.5087,22.3,56.0,75.0,6.17,CV,1703305275.0
438,pont rouge,48.8833,-72.0825,-8.84,67.0,100.0,2.02,CA,1703305276.0
439,mahibadhoo,3.7833,72.9667,28.35,74.0,100.0,4.92,MV,1703305277.0
440,alpena,45.0617,-83.4327,2.28,99.0,100.0,2.57,US,1703305278.0
441,plastun,44.7561,136.2939,-13.25,46.0,0.0,5.03,RU,1703305279.0
442,labytnangi,66.6572,66.4183,-16.37,96.0,75.0,1.9,RU,1703305280.0
443,acapulco de juarez,16.8634,-99.8901,25.9,83.0,40.0,1.54,MX,1703305281.0
444,dossor,47.5272,52.9811,1.57,74.0,100.0,5.23,KZ,1703305282.0
445,minas de marcona,-15.2119,-75.1103,16.44,91.0,99.0,4.34,PE,1703305283.0
446,hoeyang,38.7103,127.5983,-6.82,59.0,49.0,3.21,KP,1703305284.0
447,queenstown,-31.8976,26.8753,21.14,60.0,0.0,2.0,ZA,1703305284.0
448,aras-asan,8.8908,126.3033,27.93,77.0,26.0,3.57,PH,1703305285.0
449,lindi,-10.0,39.7167,25.52,90.0,97.0,1.05,TZ,1703305286.0
450,ceeldheer,3.8488,47.1806,26.19,83.0,74.0,6.44,SO,1703305287.0
451,tateyama,34.9833,139.8667,9.0,48.0,26.0,3.54,JP,1703305288.0
452,oranjemund,-28.55,16.4333,17.4,85.0,86.0,5.98,,1703305289.0
453,mejit,10.2753,170.8646,26.97,80.0,98.0,10.41,MH,1703305289.0
454,bamboo flat,11.7,92.7167,28.74,63.0,69.0,7.21,IN,1703305290.0
455,tanki leendert,,,,,,,,
456,sillamae,59.3997,27.7547,0.64,97.0,100.0,4.82,EE,1703305292.0
457,vadso,70.0744,29.7487,-12.91,85.0,100.0,6.17,NO,1703305292.0
458,kimbe,-5.5502,150.1429,28.27,83.0,99.0,2.49,PG,1703305293.0
459,sonsorol village,,,,,,,,
460,ardestan,33.3761,52.3694,8.79,41.0,18.0,2.19,IR,1703305294.0
461,demopolis,32.5176,-87.8364,6.97,93.0,40.0,0.0,US,1703305295.0
462,codrington,-38.2667,141.9667,20.24,51.0,4.0,6.62,AU,1703305296.0
463,xinzhi,36.4989,111.7047,-3.76,57.0,6.0,4.96,CN,1703305297.0
464,samana,19.2056,-69.3369,23.43,75.0,66.0,3.83,DO,1703305298.0
465,el calafate,-50.3408,-72.2768,7.6,67.0,51.0,3.72,AR,1703305298.0
466,antsiranana,-12.2787,49.2917,29.42,65.0,20.0,2.06,MG,1703305299.0
467,loango,-4.6719,11.8312,24.81,100.0,40.0,0.51,CG,1703305300.0
468,chai badan,15.2,101.1333,28.39,45.0,97.0,9.41,TH,1703305301.0
469,tofol,5.3248,163.0078,27.98,77.0,47.0,7.42,FM,1703305301.0
470,vasteras,59.6162,16.5528,-3.05,86.0,100.0,7.2,SE,1703305302.0
471,periyanegamam,10.7333,77.1,22.28,78.0,100.0,4.02,IN,1703305303.0
472,kingston,17.997,-76.7936,25.53,89.0,20.0,3.6,JM,1703305205.0
473,parque lefevre,,,,,,,,
474,tazacorte,28.629,-17.9293,16.75,75.0,0.0,4.63,ES,1703305305.0
475,sishilichengzi,,,,,,,,
476,new norfolk,-42.7826,147.0587,20.4,39.0,56.0,2.12,AU,1703305306.0
477,basco,20.4487,121.9702,21.46,79.0,100.0,12.98,PH,1703305307.0
478,arteche,12.2645,125.4048,27.83,79.0,99.0,5.03,PH,1703305308.0
479,greymouth,-42.4667,171.2,16.03,94.0,100.0,3.48,NZ,1703305308.0
480,duragan,41.4158,35.0544,6.78,80.0,100.0,2.85,TR,1703305309.0
481,lerwick,60.1545,-1.1494,2.0,57.0,100.0,4.21,GB,1703305310.0
482,athens,37.9795,23.7162,12.87,80.0,20.0,1.79,GR,1703305305.0
483,senanga,-16.1167,23.2667,19.96,95.0,100.0,0.23,ZM,1703305311.0
484,coin,36.6595,-4.7564,9.67,53.0,0.0,1.21,ES,1703305311.0
485,tamanrasset,22.785,5.5228,9.62,22.0,53.0,2.01,DZ,1703305312.0
486,afif,23.9065,42.9172,16.52,90.0,57.0,4.34,SA,1703305313.0
487,arkhara,49.4212,130.0842,-26.24,92.0,21.0,0.45,RU,1703305313.0
488,veraval,20.9,70.3667,25.15,44.0,12.0,2.68,IN,1703305314.0
489,cargados carajos,,,,,,,,
490,rampur,28.8167,79.0333,14.28,42.0,45.0,2.28,IN,1703305315.0
491,sur,22.5667,59.5289,21.9,61.0,0.0,2.27,OM,1703305316.0
492,buka,40.8108,69.1986,6.42,28.0,0.0,0.52,UZ,1703305316.0
493,daru,-9.0763,143.2092,32.79,58.0,98.0,2.04,PG,1703305317.0
494,vila velha,-20.3297,-40.2925,23.97,94.0,0.0,2.57,BR,1703305318.0
495,qaisumah,28.3112,46.1273,14.98,88.0,75.0,2.06,SA,1703305318.0
496,ocean shores,46.9737,-124.1563,8.3,86.0,75.0,1.79,US,1703305319.0
497,fort st. john,56.2499,-120.8529,-1.06,80.0,75.0,1.54,CA,1703305320.0
498,ilebo,-4.3167,20.5833,21.48,99.0,100.0,1.11,CD,1703305320.0
499,muzayri',,,,,,,,
500,nangomba,-10.9,38.5,24.12,88.0,92.0,2.1,TZ,1703305322.0
501,pacasmayo,-7.4006,-79.5714,21.15,82.0,96.0,4.41,PE,1703305322.0
502,karratha,-20.7377,116.8463,33.09,44.0,0.0,9.19,AU,1703305323.0
503,undurkhaan,47.3194,110.6556,-20.74,79.0,6.0,2.49,MN,1703305324.0
504,lodja,-3.4833,23.4333,21.22,99.0,96.0,1.23,CD,1703305325.0
505,puerto madero,14.7208,-92.4215,20.11,100.0,0.0,0.0,MX,1703305122.0
506,lagoa,39.05,-27.9833,15.4,71.0,8.0,4.33,PT,1703305326.0
507,naze,28.3667,129.4833,13.51,63.0,100.0,4.96,JP,1703305327.0
508,tadine,-21.55,167.8833,27.13,80.0,69.0,5.42,NC,1703305328.0
509,kishiwada,34.4667,135.3667,8.71,65.0,75.0,8.75,JP,1703305180.0
510,los andes,-32.8337,-70.5983,19.45,49.0,100.0,0.42,CL,1703305329.0
511,san luis de la loma,17.2706,-100.8939,24.54,87.0,85.0,1.57,MX,1703305330.0
512,torghay,49.6339,63.4981,-5.91,91.0,6.0,3.72,KZ,1703305330.0
513,callaway,30.153,-85.5699,12.96,74.0,0.0,2.06,US,1703305331.0
514,port saint john's,-31.6229,29.5448,23.98,78.0,13.0,2.05,ZA,1703305332.0
515,warrnambool,-38.3833,142.4833,18.59,61.0,10.0,7.64,AU,1703305333.0
516,darnah,32.767,22.6367,17.61,81.0,5.0,9.38,LY,1703305334.0
517,vico del gargano,41.8983,15.9576,7.7,61.0,100.0,2.68,IT,1703305334.0
518,lampazos de naranjo,27.0167,-100.5167,20.31,74.0,100.0,3.35,MX,1703305335.0
519,fonadhoo,,,,,,,,
520,atherton,53.5237,-2.4935,11.31,82.0,100.0,6.26,GB,1703305337.0
521,governor's harbour,,,,,,,,
522,la almunia de dona godina,41.4767,-1.3745,9.24,100.0,1.0,3.55,ES,1703305339.0
523,yanykurgan,43.915,67.2481,1.31,50.0,3.0,6.0,KZ,1703305339.0
524,lisala,2.15,21.5167,23.15,93.0,97.0,0.42,CD,1703305341.0
525,wuxue,29.8506,115.5525,4.51,28.0,87.0,0.47,CN,1703305233.0
526,neryungri,56.6709,124.6491,-18.39,95.0,100.0,0.92,RU,1703305342.0
527,gwanda,-20.9333,29.0,20.18,81.0,13.0,1.99,ZW,1703305343.0
528,linares,-35.85,-71.6,18.73,40.0,100.0,3.09,CL,1703305344.0
529,al muwayh,22.4333,41.7583,16.98,90.0,1.0,2.43,SA,1703305345.0
530,kiruna,67.8557,20.2251,-20.71,100.0,100.0,2.44,SE,1703305346.0
531,saynshand,44.8824,110.1163,-18.55,71.0,4.0,3.65,MN,1703305347.0
532,rongelap,11.1635,166.8941,27.25,80.0,28.0,8.42,MH,1703305348.0
533,dryden,49.7833,-92.7503,1.16,93.0,100.0,3.6,CA,1703305348.0
534,el haouaria,37.05,11.0144,15.98,74.0,0.0,18.69,TN,1703305349.0
535,grandview,38.8858,-94.533,12.17,95.0,100.0,3.09,US,1703305350.0
536,deqen,29.9618,90.7188,1.3,19.0,54.0,1.16,CN,1703305351.0
537,sao tome,0.3365,6.7273,26.02,89.0,20.0,1.54,ST,1703305351.0
538,san fernando de monte cristi,19.8667,-71.65,23.96,74.0,95.0,6.53,DO,1703305352.0
539,san juan de miraflores,-12.1629,-76.9635,21.21,82.0,93.0,2.14,PE,1703305353.0
540,la foa,-21.7108,165.8276,29.91,64.0,83.0,2.97,NC,1703305354.0
541,kisangani,0.5167,25.2,21.64,98.0,87.0,1.1,CD,1703305354.0
542,bechar,31.6167,-2.2167,6.4,37.0,0.0,1.17,DZ,1703305355.0
543,corner brook,48.9667,-57.9484,-2.91,93.0,100.0,4.52,CA,1703305356.0
544,salalah,17.0151,54.0924,22.05,73.0,20.0,1.54,OM,1703305357.0
545,ji'an,27.1172,114.9793,5.29,37.0,7.0,3.5,CN,1703305357.0
546,bereznik,62.8551,42.7072,-0.25,89.0,100.0,4.77,RU,1703305358.0
547,ribeira brava,32.65,-17.0667,17.35,65.0,16.0,3.01,PT,1703305359.0
548,greenville,35.6127,-77.3663,1.01,100.0,0.0,0.0,US,1703305140.0
549,ouesso,1.6136,16.0517,22.98,79.0,82.0,1.22,CG,1703305360.0
550,kallar kahar,32.7833,72.7,16.18,26.0,12.0,1.5,PK,1703305361.0
551,santa maria,-29.6842,-53.8069,21.46,98.0,100.0,2.0,BR,1703305251.0
552,makhambet,47.6667,51.5833,2.62,68.0,96.0,3.72,KZ,1703305362.0
553,santiago,-33.4569,-70.6483,22.97,45.0,0.0,3.6,CL,1703305363.0
554,sittwe,20.15,92.9,24.74,65.0,7.0,1.07,MM,1703305364.0
555,pine bluff,34.2284,-92.0032,12.96,89.0,100.0,0.0,US,1703305113.0
556,hami,42.8,93.45,-4.37,53.0,0.0,0.46,CN,1703305079.0
557,darwin,-12.4611,130.8418,36.14,68.0,20.0,7.72,AU,1703305366.0
558,boundiali,9.5217,-6.4869,19.47,23.0,0.0,1.78,CI,1703305366.0
559,lamu,-2.2717,40.902,25.12,85.0,98.0,1.87,KE,1703305367.0
560,waingapu,-9.6567,120.2641,31.84,63.0,7.0,4.18,ID,1703305368.0
561,robbah,33.2797,6.9098,12.01,46.0,0.0,4.03,DZ,1703305369.0
562,tshabong,-26.05,22.45,25.35,28.0,12.0,3.7,BW,1703305369.0
563,multan,30.1956,71.4753,10.94,87.0,6.0,0.0,PK,1703305370.0
564,rawson,-43.3002,-65.1023,17.94,58.0,10.0,2.18,AR,1703305370.0
565,ploneour-lanvern,47.9,-4.2833,10.18,100.0,100.0,4.63,FR,1703305371.0
566,ghat,24.9647,10.1728,8.65,48.0,0.0,1.61,LY,1703305372.0
567,ust'-barguzin,53.45,108.9833,-13.39,92.0,100.0,2.0,RU,1703305372.0
568,fort polk south,31.0511,-93.2158,14.01,94.0,0.0,0.0,US,1703305373.0
569,kovdor,67.5662,30.4758,-17.4,100.0,100.0,1.97,RU,1703305374.0
570,hakui,36.8833,136.7833,3.96,83.0,100.0,0.22,JP,1703305374.0
571,nizhneangarsk,55.7833,109.55,-12.22,92.0,100.0,0.45,RU,1703305375.0
572,kerikeri,-35.2268,173.9474,20.61,83.0,97.0,3.2,NZ,1703305376.0
573,ambato boeny,-16.4667,46.7167,26.02,75.0,96.0,1.01,MG,1703305376.0
574,el granada,37.5027,-122.4694,13.77,87.0,75.0,9.26,US,1703305377.0
575,constitucion,-35.3333,-72.4167,16.34,69.0,80.0,4.7,CL,1703305377.0
576,guaruja,-23.9931,-46.2564,23.83,26.0,49.0,0.55,BR,1703305378.0
577,kuqa,41.7278,82.9364,-3.75,49.0,0.0,0.87,CN,1703305379.0
578,pasuquin,18.3328,120.6177,29.97,51.0,75.0,4.63,PH,1703305379.0
579,kasongo-lunda,-6.4667,16.8167,21.4,99.0,100.0,0.76,CD,1703305380.0
580,xichang,27.8964,102.2634,10.31,64.0,64.0,1.33,CN,1703305381.0
581,mazagao,-0.115,-51.2894,27.03,95.0,61.0,1.51,BR,1703305381.0
582,takestan,36.0696,49.6959,3.07,71.0,9.0,3.15,IR,1703305382.0
583,port hedland,-20.3167,118.5667,33.03,58.0,3.0,10.29,AU,1703305383.0
584,morehead city,34.7229,-76.726,11.0,87.0,0.0,2.57,US,1703305347.0
